LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-93, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-97, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-97, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-97, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:34,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-55, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-12-21 07:41:35,1900-01-00 00:00:00,CRYPTO,46:41:C9:D8:13:29,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
